id,beauty,darkCircle,stain,acne,health,yawHead,pitchHead,rollHead,bodyShake
1610,64.47,5.522,6.4414,1.6624999999999996,67.24780000000001,13.734499999999999,14.632599999999996,8.9845,100.36814616945502
1344,70.89500000000001,2.7089,17.1877,4.504,19.071900000000003,15.8719,21.039,9.858699999999999,45.561397406827155
1812,73.56,5.0752500000000005,3.067125,10.651750000000002,2.486875,17.8883,13.038100000000002,6.7716,37.101209639990735
1842,41.575,1.0737,1.9985999999999997,3.8678,15.995999999999999,31.935299999999998,27.8417,35.084900000000005,68.63865479856308
1368,51.33,8.073,34.55077777777778,1.1276666666666668,6.234444444444445,63.9548,28.436300000000003,16.647100000000002,0.0
1618,63.05,6.082000000000001,16.693,8.3772,20.6034,17.4809,26.0646,7.934499999999999,617.3899411457868
1652,41.965,11.426444444444446,2.7696666666666667,0.5424444444444445,1.6472222222222226,29.6157,10.163,10.808200000000001,26.172063313933823
1702,64.89,2.5225999999999997,4.9841,1.4367,58.5613,29.7173,15.669799999999999,13.905700000000001,17.328837759068055
1862,58.105000000000004,3.0592,13.618800000000002,6.049300000000001,49.72089999999999,11.297,15.8292,15.1156,138.18624452430052
1722,83.205,4.0150999999999994,14.878799999999998,1.1892,34.393299999999996,31.453900000000004,50.047999999999995,35.9987,25.22776755142562
1897,52.41,9.077200000000001,11.237599999999999,0.6763,19.361299999999996,9.0012,27.2297,6.4837000000000025,128.03487495621027
1726,61.405,6.0891,15.867100000000002,5.2172,10.4453,10.4909,21.249200000000002,9.208,46.80699826456583
1902,60.224999999999994,0.9237999999999997,5.698099999999999,0.7888,35.706900000000005,18.818199999999997,24.0693,10.621400000000001,78.29827674491173
1738,67.84,8.2394,1.8243000000000003,0.5832999999999999,86.7562,51.6681,36.453900000000004,25.730000000000004,97.97948703260076
2170,65.58,12.282222222222224,5.556,2.9175555555555555,24.073555555555558,88.49549999999999,43.5518,28.679799999999997,42.80343151919587
1754,49.91,3.558555555555555,81.19055555555558,4.753111111111112,5.886444444444445,33.9413,34.920700000000004,31.850500000000004,35.092526172056495
2217,77.53,2.8036,10.2643,2.5437000000000003,74.44539999999999,12.128200000000001,19.141799999999996,10.6376,90.77921306977244
1760,58.7,2.4673000000000003,6.902299999999999,2.6107,49.4072,19.2766,20.2795,16.0202,137.57909647975356
1798,75.19999999999999,3.9879000000000007,6.2981,5.617,50.64450000000001,14.417099999999998,13.9232,8.118100000000002,54.89301877246879
1412,59.37,2.3585000000000003,14.670300000000001,7.627000000000001,11.4215,5.728399999999999,13.0501,5.8198,17.46251566250235
1446,59.245000000000005,11.51,6.304,2.317,6.505,4.762700000000001,11.711500000000001,2.896999999999963,0.0
1458,63.435,7.964999999999999,22.4944,6.803100000000001,2.2539999999999996,15.708200000000001,11.6363,16.2885,112.72475405674633
1470,60.82,2.0215,45.7394,1.1091000000000002,10.940500000000002,21.720899999999997,7.902300000000002,6.3316,67.06346196300993
1520,50.614999999999995,7.3518,26.785000000000004,6.1542,2.8121,15.8858,14.191400000000003,9.753200000000001,178.49465287655062
1521,47.455,3.2055,15.5435,2.2753000000000005,15.708999999999998,22.6948,14.405999999999999,5.8035,0.0
1555,70.455,3.4971000000000005,0.8709999999999999,0.23899999999999996,83.30330000000001,12.5639,25.408399999999997,6.851500000000001,20.83425098340034
1558,63.45,1.5014,35.23410000000001,4.3131,3.0345000000000004,21.1443,15.3736,16.407400000000003,50.375620116835755
2244,70.47,19.011200000000002,3.7552999999999996,1.8979,18.637500000000003,50.8985,25.715500000000002,32.383900000000004,0.0
4088,57.485,4.935600000000001,19.7074,1.2585000000000002,14.733600000000001,25.233,34.1535,18.7335,54.398484525444054
4388,55.81,1.1376000000000002,20.4099,2.0427,9.7161,20.622,19.8262,20.302799999999998,28.23724594336843
5972,63.120000000000005,3.8482000000000007,5.357,2.8205999999999998,34.0582,31.558600000000006,17.311799999999998,11.372700000000002,35.09696133268537
6086,62.665,3.7255000000000003,7.3206999999999995,4.6153,66.3611,11.138399999999999,24.978599999999997,11.1689,60.64957468864619
1610,64.47,5.522,6.4414,1.6624999999999996,67.24780000000001,13.734499999999999,14.632599999999996,8.9845,100.36814616945502
1344,70.89500000000001,2.7089,17.1877,4.504,19.071900000000003,15.8719,21.039,9.858699999999999,45.561397406827155
1812,73.56,5.0752500000000005,3.067125,10.651750000000002,2.486875,17.8883,13.038100000000002,6.7716,37.101209639990735
1842,41.575,1.0737,1.9985999999999997,3.8678,15.995999999999999,31.935299999999998,27.8417,35.084900000000005,68.63865479856308
1368,51.33,8.073,34.55077777777778,1.1276666666666668,6.234444444444445,63.9548,28.436300000000003,16.647100000000002,0.0
1618,63.05,6.082000000000001,16.693,8.3772,20.6034,17.4809,26.0646,7.934499999999999,617.3899411457868
1652,41.965,11.426444444444446,2.7696666666666667,0.5424444444444445,1.6472222222222226,29.6157,10.163,10.808200000000001,26.172063313933823
1702,64.89,2.5225999999999997,4.9841,1.4367,58.5613,29.7173,15.669799999999999,13.905700000000001,17.328837759068055
1862,58.105000000000004,3.0592,13.618800000000002,6.049300000000001,49.72089999999999,11.297,15.8292,15.1156,138.18624452430052
1722,83.205,4.0150999999999994,14.878799999999998,1.1892,34.393299999999996,31.453900000000004,50.047999999999995,35.9987,25.22776755142562
1897,52.41,9.077200000000001,11.237599999999999,0.6763,19.361299999999996,9.0012,27.2297,6.4837000000000025,128.03487495621027
1726,61.405,6.0891,15.867100000000002,5.2172,10.4453,10.4909,21.249200000000002,9.208,46.80699826456583
1902,60.224999999999994,0.9237999999999997,5.698099999999999,0.7888,35.706900000000005,18.818199999999997,24.0693,10.621400000000001,78.29827674491173
1738,67.84,8.2394,1.8243000000000003,0.5832999999999999,86.7562,51.6681,36.453900000000004,25.730000000000004,97.97948703260076
